ID,Annotation,Gene_name,Genome_ACC,ORF,Start,Stop,Strand
cg0968,"putative ATP-dependent helicase (EC:3.6.1.-), maybe involved in folate or lipopolysaccharide biosynthesis, Starch and sucrose metabolism",0,BX927147,cg0968,901514.0,906076.0,+
cg0969,"endonuclease VIII removing oxidized pyrimidines MA, formamidopyrimidine-DNA glycosylase (EC:3.2.2.23)",nei,BX927147,cg0969,906086.0,906856.0,+
cg0970,putative membrane protein,0,BX927147,cg0970,906860.0,907270.0,+
cg0971,putative membrane protein,0,BX927147,cg0971,907260.0,907862.0,-
cg0972,"putative cyanate permease, MFS-type",cynX,BX927147,cg0972,908027.0,909202.0,-
cg0973,glucose-6-phosphate isomerase (EC:5.3.1.9),pgi,BX927147,cg0973,909227.0,910849.0,-
cg0974,"hypothetical protein, conserved",0,BX927147,cg0974,910989.0,912167.0,-
cg0975,putative chorismate mutase,0,BX927147,cg0975,912323.0,912628.0,-
cg0976,"ATP-dependent helicase PCRA  EC:3.6.1.-, maybe involved in folate or lipopolysaccharide biosynthesis, Starch and sucrose metabolism",pcrA,BX927147,cg0976,912697.0,914988.0,+
cg0977,"putative ABC-type transport system, involved in lipoprotein release, permease component",0,BX927147,cg0977,914945.0,917170.0,-
cg0978,"putative ABC-type transport system, involved in lipoprotein release, ATPase component",0,BX927147,cg0978,917167.0,917835.0,-
cg0979,"putative transcriptional regulator, PadR-like-family",0,BX927147,cg0979,917836.0,918345.0,-
cg0980,putative secreted protein related to metalloendopeptidase,mepB,BX927147,cg0980,918438.0,919151.0,-
cg0982,putative membrane protein,0,BX927147,cg0982,919507.0,920826.0,+
cg0983,"phosphoribosylglycinamide formyltransferase (EC:2.1.2.2), essential",purN,BX927147,cg0983,920837.0,921430.0,+
cg0984,"bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase EC:2.1.2.3, essential",purH,BX927147,cg0984,921438.0,923000.0,+
cg0985,(S)-citramalyl-CoA lyase; (EC:4.1.3.6),citE,BX927147,cg0985,923065.0,923886.0,+
cg0986,"master regulator of nitrogen control, repressor, TetR-family",amtR,BX927147,cg0986,923864.0,924532.0,-
cg0987,"hypothetical protein, conserved",0,BX927147,cg0987,924605.0,925459.0,-
cg0988,30S ribosomal protein S18,rpsR,BX927147,cg0988,925626.0,925877.0,-
cg0989,30S ribosomal protein S14,rpsN,BX927147,cg0989,925892.0,926197.0,-
cg0990,50S ribosomal protein L33,rpmG,BX927147,cg0990,926201.0,926365.0,-
cg0991,50S ribosomal protein L28,rpmB,BX927147,cg0991,926368.0,926604.0,-
cg0992,"putative sulfate permease or related transporter MFS superfamily, SulP-family",sutP,BX927147,cg0992,926792.0,928405.0,-
cg0993,"putative transcriptional regulator, ArsR-family",sutR,BX927147,cg0993,928398.0,928712.0,-
cg0994,50S ribosomal protein L31,rpmE,BX927147,cg0994,928944.0,929210.0,+
cg0995,50S ribosomal protein L32,rpmF,BX927147,cg0995,929222.0,929395.0,+
cg0996,two component response regulator,cgtR2,BX927147,cg0996,929518.0,930285.0,+
cg0997,two component sensor kinase,cgtS2,BX927147,cg0997,930282.0,931721.0,+
cg0998,"putative trypsin-like serine protease PepD, EC:3.4.21.",pepD,BX927147,cg0998,931796.0,933121.0,+
cg0999,putative molybdenum cofactor biosynthesis protein,0,BX927147,cg0999,933176.0,933763.0,+
cg1000,"hypothetical protein, conserved",0,BX927147,cg1000,933760.0,933960.0,+
cg1001,"large conductance mechanosensitive channel, MscL-family",mscL,BX927147,cg1001,934037.0,934444.0,-
cg1002,"putative secreted protein, conserved",0,BX927147,cg1002,934526.0,935179.0,-
cg1003,5-Formyltetrahydrofolate cyclo-ligase (EC:6.3.3.2),fthC,BX927147,cg1003,935199.0,935771.0,-
cg1004,UTP-glucose-1-phosphate uridylyltransferase (EC:2.7.7.9),galU1,BX927147,cg1004,935844.0,936791.0,+
cg1005,molybdenum cofactor biosynthesis protein,moeA2,BX927147,cg1005,936820.0,938079.0,+
cg1006,putative acetyltransferase,act1,BX927147,cg1006,938084.0,938746.0,+
cg1007,putative membrane protein,0,BX927147,cg1007,938851.0,939873.0,+
cg1009,"putative integral membrane transporter, cyanate permease, MFS-type",0,BX927147,cg1009,939896.0,941098.0,+
cg1010,putative membrane protein,0,BX927147,cg1010,941155.0,941562.0,+
cg1011,putative membrane protein,0,BX927147,cg1011,941555.0,942226.0,+
cg1012,"cyclomaltodextrinase (EC:3.2.1.54), involved in starch and sucrose metabolism",cdaS,BX927147,cg1012,942237.0,943397.0,+
cg1013,,,BX927147,cg1013,,,-
cg1014,"glycosyltransferase, protein O-mannosyltransferase (EC:2.4.1.109)",pmt,BX927147,cg1014,943847.0,945409.0,-
cg1015,"putative uroporphyrin-III C/tetrapyrrole corrin/porphyrin methyltransferase, putative methyltransferase, UPF0011-family",0,BX927147,cg1015,945457.0,946305.0,+
cg1016,"glycine ?ine transporter, deletion mutant sensitive to osmotic stress",betP,BX927147,cg1016,946465.0,948252.0,+
cg1017,methionyl-tRNA synthetase (EC:6.1.1.10),metS,BX927147,cg1017,948309.0,950141.0,+
cg1018,"putative ATP-dependent DNA helicase protein (EC:3.6.1.-), maybe involved in folate or lipopolysaccharide biosynthesis, Starch and sucrose metabolism",0,BX927147,cg1018,950260.0,952311.0,+
cg1019,"putative metal-dependent hydrolase, conserved",0,BX927147,cg1019,952294.0,952929.0,-
cg1020,putative double-stranded ?-helix domain,0,BX927147,cg1020,953300.0,954460.0,-
cg1021,putative esterase/lipase,0,BX927147,cg1021,954509.0,955042.0,-
cg1022,transposase fragment,tnp6a,BX927147,cg1022,955442.0,955738.0,+
cg1023,transposase fragment,tnp6b,BX927147,cg1023,955746.0,956225.0,+
cg1024,transposase,tnp7a,BX927147,cg1024,956443.0,956826.0,+
cg1025,hypothetical protein,0,BX927147,cg1025,956823.0,956969.0,+
cg1027,menaquinone-dependent D-lactate dehydrogenase (EC:1.1.1.28),dld,BX927147,cg1027,957152.0,958867.0,-
cg1028,putative restriction-modification system: methylase (EC:2.1.1.72),0,BX927147,cg1028,959310.0,960467.0,-
cg1032,"transcriptional regulator, ArsR-family",cadR,BX927147,cg1032,962767.0,963126.0,+
cg1033,"cadmium resistance transporter, CadD-family",cadD,BX927147,cg1033,963126.0,963722.0,+
cg1035,"putative Dnase, TatD related ",0,BX927147,cg1035,964279.0,965112.0,+
cg1037,"resuscitation promoting factor, secreted protein",rpf2,BX927147,cg1037,965283.0,966407.0,+
cg1038,putative dimethyladenosine transferase (EC:2.1.1.48),ksgA,BX927147,cg1038,966444.0,967325.0,+
cg1039,Isopentenyl monophosphate kinase (EC:2.7.1.148),ipsE,BX927147,cg1039,967322.0,968257.0,+
cg1040,putative ATPase component of ABC transporters with duplicated ATPase domains,0,BX927147,cg1040,968298.0,970133.0,+
cg1041,pyridoxal/pyridoxine/pyridoxamine kinase (EC:2.7.1.35),pdxK,BX927147,cg1041,970137.0,970931.0,+
cg1043,"putative thiol-disulfide isomerase and thioredoxins, conserved",0,BX927147,cg1043,970928.0,971410.0,-
cg1044,"hypothetical protein, conserved",0,BX927147,cg1044,971499.0,971822.0,+
cg1045,"hypothetical protein, conserved",0,BX927147,cg1045,971888.0,972211.0,+
cg1046,polyphosphate kinase,ppk2A (ppk2),BX927147,cg1046,972334.0,973296.0,+
cg1048,putative haloacid dehalogenase/epoxide hydrolase-family,0,BX927147,cg1048,973711.0,974505.0,-
cg1049,"putative enoyl-CoA hydratase/isomerase (EC:4.2.1.17), maybe essential",0,BX927147,cg1049,974609.0,975628.0,+
cg1050,putative membrane protein,0,BX927147,cg1050,975713.0,976435.0,+
cg1051,hypothetical protein,0,BX927147,cg1051,976432.0,977628.0,-
cg1052,corynomycolyl transferase  EC:2.3.1.122,cmt3,BX927147,cg1052,977756.0,979207.0,+
cg1053,"transcriptional regulator, TetR-family ",mmpLR,BX927147,cg1053,979267.0,979848.0,-
cg1054,drug exporter of the RND superfamily,mmpL2,BX927147,cg1054,979835.0,982210.0,-
cg1055,ribonuclease activity regulator protein RraA or  S-Adenosylmethionine:2-demethylmenaquinone methyltransferase,rraA (menG is cg0556),BX927147,cg1055,982463.0,982963.0,+
cg1056,putative membrane protein,0,BX927147,cg1056,983101.0,983760.0,+
cg1057,hypothetical protein,0,BX927147,cg1057,983761.0,984036.0,-
cg1059,"hypothetical protein, conserved",0,BX927147,cg1059,984570.0,986123.0,+
cg1060,putative peptide chain release factor 3 EF-G,prfC,BX927147,cg1060,986331.0,987980.0,-
cg1061,"ABC-type urea uptake system, substrate binding protein",urtA,BX927147,cg1061,988209.0,989480.0,+
cg1062,"ABC-type urea uptake system, permease subunit",urtB,BX927147,cg1062,989493.0,990377.0,+
cg1064,"ABC-type urea uptake system, permease subunit",urtC,BX927147,cg1064,990374.0,991453.0,+
cg1065,ABC-type urea uptake system,urtD,BX927147,cg1065,991450.0,992178.0,+
cg1066,"ABC-type urea uptake system, ATP binding protein",urtE,BX927147,cg1066,992186.0,992887.0,+
cg1067,peptidyl-tRNA hydrolase (EC:3.1.1.29),pth2,BX927147,cg1067,992884.0,993489.0,-
cg1068,"putative oxidoreductase (EC:1.13.-), maybe involved in nitrogen metabolism",0,BX927147,cg1068,993528.0,994553.0,+
cg1069,glyceraldehyde-3-phosphate dehydrogenase gluconeogenesis,gapB (gapX),BX927147,cg1069,994644.0,996086.0,+
cg1070,"hypothetical protein, conserved",0,BX927147,cg1070,996120.0,996311.0,+
cg1071,peptidyl-tRNA hydrolase (EC:3.1.1.29),pth1,BX927147,cg1071,996312.0,996845.0,-
cg1072,50S ribosomal protein L25 general stress protein Ctc,rplY,BX927147,cg1072,996994.0,997596.0,-
cg1073,putative lactoylglutathione lyase,0,BX927147,cg1073,997872.0,998303.0,+
cg1074,"hypothetical protein, conserved",0,BX927147,cg1074,998300.0,998926.0,-
cg1075,"ribose-phosphate pyrophosphokinase (EC:2.7.6.1),",prsA,BX927147,cg1075,998933.0,999910.0,-
cg1076,putative UDP-N-acetylglucosamine pyrophosphorylase (EC:2.7.7.23),glmU,BX927147,cg1076,999922.0,1001379.0,-
cg1077,putative permease of the major facilitator superfamily,0,BX927147,cg1077,1001483.0,1002712.0,-
cg1080,putative multicopper oxidase,0,BX927147,cg1080,1002796.0,1004337.0,+
cg1081,"putative ABC-type multidrug transport system, ATPase component",0,BX927147,cg1081,1004483.0,1005403.0,+
cg1082,putative membrane protein,0,BX927147,cg1082,1005423.0,1006256.0,+
cg1083,two component sensor kinase,cgtS10,BX927147,cg1083,1006299.0,1007558.0,+
cg1084,two component response regulator,cgtR10,BX927147,cg1084,1007559.0,1008170.0,+
cg1085,hypothetical protein,0,BX927147,cg1085,1008201.0,1008335.0,-
cg1086,putative membrane protein,0,BX927147,cg1086,1008531.0,1009625.0,+
cg1087,putative membrane protein,0,BX927147,cg1087,1009729.0,1010004.0,+
cg1088,"putative ABC-type multidrug/protein/lipid transport system, ATPase component",0,BX927147,cg1088,1010134.0,1011534.0,+
cg1089,"putative ABC-type multidrug/protein/lipid transport system, ATPase component",0,BX927147,cg1089,1011527.0,1013263.0,+
cg1090,?-glutamyltranspeptidase precursor PR (EC:2.3.2.2),ggtB,BX927147,cg1090,1013264.0,1015237.0,-
cg1091,hypothetical protein,0,BX927147,cg1091,1015486.0,1015737.0,+
cg1092,putative secreted protein,0,BX927147,cg1092,1015810.0,1016235.0,-
cg1094,transposase,tnp3a,BX927147,cg1094,1016612.0,1017322.0,-
cg1095,hypothetical protein,0,BX927147,cg1095,1017539.0,1018033.0,+
cg1096,hypothetical protein,0,BX927147,cg1096,1018027.0,1018491.0,+
cg1097,hypothetical protein,0,BX927147,cg1097,1018741.0,1019340.0,-
cg1098,"putative transcriptional regulator, TetR-family",0,BX927147,cg1098,1019886.0,1020539.0,+
cg1099,putative transcription-repair coupling factor TRCF,mfd,BX927147,cg1099,1020536.0,1024189.0,+
cg1100,putative ABC transporter transmembrane component,0,BX927147,cg1100,1024166.0,1026136.0,-
cg1101,"putative ABC-type multidrug/protein/lipid transport system, membrane component",0,BX927147,cg1101,1026133.0,1027866.0,-
cg1103,putative membrane protein,0,BX927147,cg1103,1027972.0,1030470.0,-
cg1104,"putative esterase, membrane protein",0,BX927147,cg1104,1030473.0,1031753.0,-
cg1105,L-lysine permease,lysI,BX927147,cg1105,1031836.0,1033341.0,-
cg1106,"hypothetical protein, conserved",0,BX927147,cg1106,1033442.0,1033654.0,+
cg1107,putative pyrophosphatase,0,BX927147,cg1107,1033666.0,1034253.0,+
cg1108,putative secreted protein,porC,BX927147,cg1108,1034227.0,1034598.0,-
cg1109,anion-specific porin precursor,porB,BX927147,cg1109,1034736.0,1035116.0,-
cg1110,"hypothetical protein, conserved",0,BX927147,cg1110,1035448.0,1036212.0,+
cg1111,enolase EC:4.2.1.11 phosphopyruvate hydratase,eno,BX927147,cg1111,1036419.0,1037696.0,+
cg1112,"putative septum formation initiator, secreted protein of the FtsB-family",0,BX927147,cg1112,1037786.0,1038328.0,+
cg1113,"hypothetical protein, conserved",0,BX927147,cg1113,1038364.0,1038918.0,+
cg1115,exopolyphosphatase (EC:3.6.1.11),ppx2,BX927147,cg1115,1038918.0,1039883.0,+
cg1116,threonine dehydratase (EC:4.3.1.19),tdcB,BX927147,cg1116,1040188.0,1041120.0,-
cg1117,hypothetical protein,0,BX927147,cg1117,1041253.0,1041450.0,+
cg1118,"putative pyrimidine reductase, riboflavin biosynthesis",0,BX927147,cg1118,1041466.0,1041798.0,+
cg1119,"putative stress-responsive transcriptional regulator, conserved, phage shock protein C (PspC) family",0,BX927147,cg1119,1041964.0,1042155.0,+
cg1120,"transcriptional regulator of iron proteins and repressor of aconitase, AraC-family",ripA,BX927147,cg1120,1042395.0,1043390.0,+
cg1121,putative permease of the major facilitator superfamily,0,BX927147,cg1121,1043497.0,1044315.0,+
cg1122,putative secreted protein,0,BX927147,cg1122,1044765.0,1045217.0,-
cg1123,transcription elongation factor,greA,BX927147,cg1123,1045241.0,1045765.0,-
cg1125,"hypothetical protein, conserved",0,BX927147,cg1125,1045944.0,1046282.0,-
cg1127,mycothiol S-conjugate amidase,mca,BX927147,cg1127,1046619.0,1047503.0,+
cg1128,"putative protein, similar to ribosomal protein S2",0,BX927147,cg1128,1047543.0,1047863.0,+
cg1129,3-deoxy-7-phosphoheptulonate synthase,aroF,BX927147,cg1129,1048080.0,1049180.0,+
cg1130,"putative undecaprenyl pyrophosphate synthetase, maybe involved in terpenoid biosynthesis",uppS1,BX927147,cg1130,1049204.0,1049974.0,+
cg1131,"hypothetical protein, conserved",0,BX927147,cg1131,1049995.0,1050516.0,+
cg1132,pantothenate kinase EC:2.7.1.33,coaA,BX927147,cg1132,1050894.0,1051865.0,-
cg1133,serine hydroxymethyltransferase EC:2.1.2.1,glyA,BX927147,cg1133,1052094.0,1053398.0,+
cg1134,p-aminobenzoate synthase component I and II EC:6.3.5.8,pabAB (pab),BX927147,cg1134,1053491.0,1055353.0,+
cg1135,"putative branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase, conserved",pabC,BX927147,cg1135,1055350.0,1056075.0,+
cg1136,"hypothetical protein, conserved",0,BX927147,cg1136,1056107.0,1056496.0,-
cg1137,"putative transcriptional regulator, LysR-type",0,BX927147,cg1137,1056521.0,1057195.0,+
cg1138,"putative phosphinothricin acetyltransferase , GNAT-family EC:2.3.1.-",0,BX927147,cg1138,1057253.0,1057792.0,+
cg1139,putative allophanate hydrolase subunit 2,0,BX927147,cg1139,1057789.0,1058670.0,-
cg1140,putative allophanate hydrolase subunit 1,0,BX927147,cg1140,1058667.0,1059320.0,-
cg1141,"putative protein, homolog of lactam utilization protein B, UPF0271-family, conserved",0,BX927147,cg1141,1059310.0,1060068.0,-
cg1142,"putative Na+/proline, Na+/panthothenate symporter",0,BX927147,cg1142,1060090.0,1061400.0,-
cg1143,"putative transcriptional regulator, GntR-family ",0,BX927147,cg1143,1061611.0,1062264.0,+
cg1144,hypothetical protein,0,BX927147,cg1144,1062374.0,1063618.0,+
cg1145,fumarase fumarate hydratase (EC:4.2.1.2),fumC (fum),BX927147,cg1145,1063677.0,1065086.0,-
cg1147,NADPH-dependent FMN reductase (EC:1.5.1.29) required for sulfonate and sulfonate ester utilization,ssuI,BX927147,cg1147,1065405.0,1065896.0,+
cg1148,hypothetical protein,0,BX927147,cg1148,1065944.0,1066207.0,-
cg1149,hypothetical protein,0,BX927147,cg1149,1066220.0,1066645.0,-
cg1150,putative NADPH-dependent FMN reductase,0,BX927147,cg1150,1066770.0,1067336.0,-
cg1151,FMNH2-dependent monooxygenase for sulfonate ester utilization EC:1.14.14.-,seuA,BX927147,cg1151,1067579.0,1069042.0,+
cg1152,FMNH2-dependent monooxygenase for sulfonate ester utilization EC:1.14.14.-,seuB,BX927147,cg1152,1069039.0,1070121.0,+
cg1153,FMNH2-dependent monooxygenase EC:1.14.14.- for sulfonate ester utilization,seuC,BX927147,cg1153,1070118.0,1071317.0,+
cg1156,FMNH2-dependent aliphatic sulfonate monooxygenase EC:1.14.14.5 for sulfonate utilization,ssuD2,BX927147,cg1156,1071428.0,1072606.0,+
cg1157,"fructose 1,6 bisphosphatase, class II (EC:3.1.3.11) essential for gluconeogenesis",fbp,BX927147,cg1157,1072945.0,1073952.0,-
cg1158,putative secreted protein,0,BX927147,cg1158,1074145.0,1074717.0,+
cg1159,putative secreted protein,0,BX927147,cg1159,1074806.0,1076710.0,-
cg1160,"putative protein, similar to arabinose efflux permease",0,BX927147,cg1160,1076795.0,1077022.0,-
cg1161,,,BX927147,cg1161,,,-
cg1162,exodeoxyribonuclease VII small subunit (EC:3.1.11.6),xseB,BX927147,cg1162,1077133.0,1077378.0,-
cg1163,exodeoxyribonuclease VII large subunit (EC:3.1.11.6),xseA,BX927147,cg1163,1077399.0,1078652.0,-
cg1164,4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC:1.17.1.2),ipsH (lytB),BX927147,cg1164,1078766.0,1079743.0,+
cg1165,"putative ?-aminobutyrate permease or related permease, conserved",0,BX927147,cg1165,1079785.0,1080615.0,-
cg1166,putative membrane protein,0,BX927147,cg1166,1080687.0,1082168.0,-
cg1167,secondary methionine uptake system of the NSS (neurotransmitter:sodium symporter) family,metS,BX927147,cg1167,1082252.0,1082434.0,-
cg1169,"secondary methionine uptake system of the NSS (neurotransmitter:sodium symporter) family, Na+:methionine symporter, SNF-family",metP,BX927147,cg1169,1082438.0,1084129.0,-
cg1170,corynomycolyl transferase (EC:2.3.1.122),cmt5,BX927147,cg1170,1084417.0,1085652.0,-
cg1171,putative GTPase,0,BX927147,cg1171,1085849.0,1086934.0,+
cg1172,"putative protein, conserved, putative plasmid maintenance system killer protein",0,BX927147,cg1172,1086968.0,1087249.0,+
cg1173,"putative protein, conserved, plasmid maintenance system antidote protein",0,BX927147,cg1173,1087260.0,1087559.0,+
cg1174,putative ornithine carbamoyltransferase protein (EC:2.1.3.3),arcB,BX927147,cg1174,1087556.0,1088389.0,+
cg1175,"putative acetyltransferase, GNAT-family",0,BX927147,cg1175,1088510.0,1089013.0,-
cg1176,putative short chain dehydrogenase,0,BX927147,cg1176,1089130.0,1089687.0,-
cg1178,transposase,tnp9a,BX927147,cg1178,1090001.0,1091209.0,-
cg1179,putative sensory box/GGDEF-family membrane protein,0,BX927147,cg1179,1091632.0,1094688.0,+
cg1180,"putative glycosyltransferase, probably involved in cell wall biogenesis",0,BX927147,cg1180,1094696.0,1095367.0,+
cg1181,"putative glycosyltransferase, probably involved in cell wall biogenesis",0,BX927147,cg1181,1095309.0,1096166.0,+
cg1182,putative membrane protein,0,BX927147,cg1182,1096163.0,1096384.0,+
cg1183,putative dinucleotide-utilizing enzyme,0,BX927147,cg1183,1096522.0,1096857.0,+
cg1184,"transposase fragment, putative pseudogene",tnp10c,BX927147,cg1184,1096854.0,1097147.0,-
cg1185,"transposase fragment, putative pseudogene",tnp10b,BX927147,cg1185,1097186.0,1097563.0,-
cg1187,"transposase fragment, putative pseudogene",tnp10a,BX927147,cg1187,1097655.0,1097801.0,-
cg1189,hypothetical protein,0,BX927147,cg1189,1097918.0,1098106.0,+
cg1190,hypothetical protein,0,BX927147,cg1190,1098213.0,1098581.0,-
cg1191,hypothetical protein,0,BX927147,cg1191,1098699.0,1099199.0,+
cg1192,putative aldo/keto reductase,0,BX927147,cg1192,1099262.0,1100065.0,+
cg1193,"putative carboxymuconolactone decarboxylase, conserved",0,BX927147,cg1193,1100079.0,1100402.0,+
cg1194,putative short chain dehydrogenase or nucleoside-diphosphate-sugar epimerase,0,BX927147,cg1194,1100582.0,1101238.0,-
cg1195,"putative sulfate permease or related transporter MFS superfamily, SulP-family",0,BX927147,cg1195,1101429.0,1103126.0,+
