locus_tag,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon
cg0926,cg0926,BX927147.1,,854088.0,855089.0,+,ABC-type cobalamin/Fe3+-siderophores transport system%2C permease component,Inorganic ion transport and metabolism,,Op502
cg0927,cg0927,BX927147.1,,855076.0,856197.0,+,ABC-type cobalamin/Fe3+-siderophores transport system%2C permease component,Inorganic ion transport and metabolism,,Op502
cg0928,cg0928,BX927147.1,,856194.0,856949.0,+,ABC-type cobalamin/Fe3+-siderophores transport system%2C ATPase component,Inorganic ion transport and metabolism,,Op502
cg0931,cg0931,BX927147.1,,863063.0,864226.0,+,PROBABLE PYRIDOXAL PHOSPHATE AMINOTRANSFERASE,Amino acid transport and metabolism,,Op503
cg0932,cg0932,BX927147.1,,864221.0,864862.0,-,membrane protein,Function unknown,,Op504
cg0933,cg0933,BX927147.1,,864864.0,866537.0,-,DNA or RNA helicase of superfamily II,"Replication, recombination and repair",,Op504
cg0934,cg0934,BX927147.1,,866587.0,868788.0,-,conserved hypothetical protein,Transcription,,Op505
cg0935,cg0935,BX927147.1,,868824.0,869045.0,+,conserved hypothetical protein,No COG annotation,,Op506
cg0936,cg0936,BX927147.1,,869271.0,869852.0,-,PUTATIVE RPF PROTEIN PRECURSOR,Function unknown,,Op507
cg0938,cg0938,BX927147.1,,870409.0,870792.0,+,Cold shock protein,Transcription,,Op508
cg0939,cg0939,BX927147.1,,870847.0,871374.0,-,secreted protein,Function unknown,,Op509
cg0940,cg0940,BX927147.1,,871386.0,872162.0,-,GLUTAMINE CYCLOTRANSFERASE PRECURSOR,Cell wall/membrane/envelope biogenesis,,Op509
cg0941,cg0941,BX927147.1,,872189.0,872890.0,-,hypothetical protein,Amino acid transport and metabolism,,Op510
cg0944,cg0944,BX927147.1,,873224.0,874684.0,+,Xanthine/uracil permeases family,Function unknown,,Op511
cg0945,cg0945,BX927147.1,,874684.0,875514.0,+,23S RIBOSOMAL RNA METHYLTRANSFERASE,"Translation, ribosomal structure and biogenesis",,Op511
cg0946,cg0946,BX927147.1,,875537.0,876415.0,-,conserved hypothetical protein,No COG annotation,,Op512
cg0947,cg0947,BX927147.1,,876419.0,877354.0,-,conserved hypothetical protein,Function unknown,,Op512
cg0948,serC,BX927147.1,,877453.0,878583.0,-,Phosphoserine Transaminase,Amino acid transport and metabolism,,Op513
cg0949,gltA,BX927147.1,,879309.0,880622.0,+,CITRATE SYNTHASE,Energy production and conversion,,Op514
cg0950,fkpA,BX927147.1,,880747.0,881103.0,+,PROBABLE FKBP-TYPE PEPTIDYL-PROLYL CIS-TRANS ISOME,"Post-translational modification, protein turnover, and chaperones",,Op515
cg0951,accDA,BX927147.1,,881110.0,882564.0,-,ACETYL-COENZYME A CARBOXYLASE CARBOXYL TRANSFERASE,Lipid transport and metabolism,,Op516
cg0952,cg0952,BX927147.1,,883118.0,883459.0,+,PUTATIVE INTEGRAL MEMBRANE PROTEIN,Function unknown,,Op517
cg0953,cg0953,BX927147.1,,883466.0,885121.0,+,Na+/proline%2C Na+/panthothenate symporter or related permease,Function unknown,,Op517
cg0954,cg0954,BX927147.1,,885203.0,886015.0,+,putative secreted protein,Cell wall/membrane/envelope biogenesis,,Op518
cg0955,cg0955,BX927147.1,,886017.0,886859.0,-,secreted protein,Cell wall/membrane/envelope biogenesis,,Op519
cg0957,fas-IB,BX927147.1,,887143.0,896052.0,+,FATTY ACID SYNTHASE,Lipid transport and metabolism,,Op520
cg0958,cg0958,BX927147.1,,896174.0,896665.0,+,secreted protein,No COG annotation,,Op521
cg0960,cg0960,BX927147.1,,896879.0,897067.0,+,hypothetical protein predicted by Glimmer,No COG annotation,,Op522
cg0961,cg0961,BX927147.1,,897064.0,898113.0,-,alpha/beta hydrolase fold,Amino acid transport and metabolism,,Op523
cg0962,cg0962,BX927147.1,,898187.0,898615.0,-,secreted protein,No COG annotation,,Op524
cg0963,cg0963,BX927147.1,,898894.0,899163.0,+,hypothetical protein,No COG annotation,,Op525
cg0964,cg0964,BX927147.1,,899195.0,899434.0,-,Glutaredoxin or related protein,"Post-translational modification, protein turnover, and chaperones",,Op526
cg0965,folA,BX927147.1,,899447.0,899905.0,-,DIHYDROFOLATE REDUCTASE,Coenzyme transport and metabolism,,Op526
cg0966,thyA,BX927147.1,,899902.0,900702.0,-,PROBABLE THYMIDYLATE SYNTHASE,Nucleotide transport and metabolism,,Op526
cg0967,cysQ,BX927147.1,,900721.0,901479.0,-,3'-Phosphoadenosine 5'-phosphosulfate (PAPS) 3'-phosphatase,Inorganic ion transport and metabolism,,Op526
cg0968,cg0968,BX927147.1,,901514.0,906076.0,+,PUTATIVE ATP-DEPENDENT HELICASE,"Replication, recombination and repair",,Op527
cg0969,nei,BX927147.1,,906086.0,906856.0,+,ENDONUCLEASE VIII REMOVING OXIDIZED PYRIMIDINES MA,"Replication, recombination and repair",,Op527
cg0970,cg0970,BX927147.1,,906860.0,907270.0,+,membrane protein,Function unknown,,Op527
cg0971,cg0971,BX927147.1,,907260.0,907862.0,-,membrane protein,Function unknown,,Op528
cg0972,cg0972,BX927147.1,,908027.0,909202.0,-,Cyanate permease,Inorganic ion transport and metabolism,,Op528
cg0973,pgi,BX927147.1,,909227.0,910849.0,-,GLUCOSE-6-PHOSPHATE ISOMERASE,Carbohydrate transport and metabolism,,Op528
cg0974,cg0974,BX927147.1,,910989.0,912167.0,-,conserved hypothetical protein,Defense mechanisms,,Op529
cg0975,cg0975,BX927147.1,,912323.0,912628.0,-,putative chorismate mutase,Amino acid transport and metabolism,,Op530
cg0976,pcrA,BX927147.1,,912697.0,914988.0,+,ATP-DEPENDENT HELICASE PCRA,"Replication, recombination and repair",,Op531
cg0977,cg0977,BX927147.1,,914945.0,917170.0,-,ABC-type transport system%2C involved in lipoprotein release%2C permease component,Defense mechanisms,,Op532
cg0978,cg0978,BX927147.1,,917167.0,917835.0,-,ABC-type transport system%2C involved in lipoprotein release%2C ATPase component,Defense mechanisms,,Op532
cg0979,cg0979,BX927147.1,,917836.0,918345.0,-,Transcriptional regulator PadR-like family,Transcription,,Op532
cg0980,cg0980,BX927147.1,,918438.0,919151.0,-,secreted protein related to metalloendopeptidases,Cell wall/membrane/envelope biogenesis,,Op533
cg0982,cg0982,BX927147.1,,919507.0,920826.0,+,membrane protein,No COG annotation,,Op534
cg0983,purN,BX927147.1,,920798.0,921430.0,+,5'-PHOSPHORIBOSYLGLYCINAMIDE FORMYLTRANSFERASE,Nucleotide transport and metabolism,,Op535
cg0984,purH,BX927147.1,,921438.0,923000.0,+,5'-PHOSPHORIBOSYL-5-AMINOIMIDAZOLE-4-CARBOXYLASE,Nucleotide transport and metabolism,,Op535
cg0985,citE,BX927147.1,,923065.0,923886.0,+,CITRYL-COA LYASE BETA SUBUNIT HOMOLOG,Carbohydrate transport and metabolism,,Op536
cg0986,amtR,BX927147.1,,923864.0,924532.0,-,AMTR PROTEIN,Transcription,,Op537
cg0987,cg0987,BX927147.1,,924605.0,925459.0,-,conserved hypothetical protein,No COG annotation,,Op538
cg0988,rpsR,BX927147.1,,925626.0,925877.0,-,30S RIBOSOMAL PROTEIN S18,"Translation, ribosomal structure and biogenesis",,Op539
cg0989,rpsN,BX927147.1,,925892.0,926197.0,-,30S RIBOSOMAL PROTEIN S14,"Translation, ribosomal structure and biogenesis",,Op539
cg0990,rpmG,BX927147.1,,926201.0,926365.0,-,50S RIBOSOMAL PROTEIN L33,"Translation, ribosomal structure and biogenesis",,Op539
cg0991,rpmB,BX927147.1,,926368.0,926604.0,-,50S RIBOSOMAL PROTEIN L28,"Translation, ribosomal structure and biogenesis",,Op539
cg0992,cg0992,BX927147.1,,926792.0,928405.0,-,Sulfate permease or related transporter (MFS superfamily),Inorganic ion transport and metabolism,,Op540
cg0993,cg0993,BX927147.1,,928398.0,928712.0,-,Bacterial regulatory protein%2C arsR fam,Transcription,,Op540
cg0994,rpmE,BX927147.1,,928944.0,929210.0,+,PROBABLE 50S RIBOSOMAL SUBUNIT PROTEIN L31,"Translation, ribosomal structure and biogenesis",,Op541
cg0995,rpmF,BX927147.1,,929222.0,929395.0,+,Ribosomal L32p protein family,"Translation, ribosomal structure and biogenesis",,Op541
cg0996,cgtR2,BX927147.1,,929518.0,930285.0,+,putative two component response regulator,Transcription,,Op542
cg0997,cgtS2,BX927147.1,,930282.0,931721.0,+,probable two component sensor kinase,Signal transduction mechanisms,,Op543
cg0998,cg0998,BX927147.1,,931796.0,933121.0,+,Trypsin-like serine protease,"Post-translational modification, protein turnover, and chaperones",,Op544
cg0999,cg0999,BX927147.1,,933176.0,933763.0,+,PUTATIVE MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN,Coenzyme transport and metabolism,,Op545
cg1000,cg1000,BX927147.1,,933760.0,933960.0,+,conserved hypothetical protein,No COG annotation,,Op545
cg1001,mscL,BX927147.1,,934037.0,934444.0,-,LARGE CONDUCTANCE MECHANOSENSITIVE CHANNEL,Cell wall/membrane/envelope biogenesis,,Op546
cg1002,cg1002,BX927147.1,,934526.0,935179.0,-,putative secreted protein,"Intracellular trafficking, secretion, and vesicular transport",,Op547
cg1003,cg1003,BX927147.1,,935199.0,935771.0,-,5-FORMYLTETRAHYDROFOLATE CYCLO-LIGASE,Coenzyme transport and metabolism,,Op548
cg1004,galU1,BX927147.1,,935844.0,936791.0,+,UTP-GLUCOSE-1-PHOSPHATE URIDYLYLTRANSFERASE,Cell wall/membrane/envelope biogenesis,,Op549
cg1005,moeA2,BX927147.1,,936820.0,938079.0,+,MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN,Coenzyme transport and metabolism,,Op549
cg1006,cg1006,BX927147.1,,938084.0,938746.0,+,Acetyltransferase,"Translation, ribosomal structure and biogenesis",,Op549
cg1007,cg1007,BX927147.1,,938851.0,939873.0,+,putative membrane protein,No COG annotation,,Op550
cg1009,cg1009,BX927147.1,,939896.0,941098.0,+,PUTATIVE INTEGRAL MEMBRANE TRANSPORTER,Inorganic ion transport and metabolism,,Op550
cg1010,cg1010,BX927147.1,,941155.0,941562.0,+,putative membrane protein,Function unknown,,Op551
cg1011,cg1011,BX927147.1,,941555.0,942226.0,+,putative membrane protein,Function unknown,,Op551
cg1012,cg1012,BX927147.1,,942237.0,943397.0,+,CYCLOMALTODEXTRINASE,Carbohydrate transport and metabolism,,Op551
cg1013,cg1013,BX927147.1,,943572.0,943706.0,-,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op552
cg1014,cg1014,BX927147.1,,943847.0,945409.0,-,Dolichyl-phosphate-mannose-protein mannosyltransferase,"Post-translational modification, protein turnover, and chaperones",,Op553
cg1015,cg1015,BX927147.1,,945457.0,946305.0,+,Uroporphyrin-III C/tetrapyrrole (Corrin/Porphyrin) methyltransferase,Coenzyme transport and metabolism,,Op554
cg1016,betP,BX927147.1,,946465.0,948252.0,+,glycine betaine transporter,Cell wall/membrane/envelope biogenesis,,Op555
cg1017,metS,BX927147.1,,948309.0,950141.0,+,METHIONYL-TRNA SYNTHETASE,"Translation, ribosomal structure and biogenesis",,Op556
cg1018,cg1018,BX927147.1,,950260.0,952311.0,+,PROBABLE ATP-DEPENDENT DNA HELICASE PROTEIN,"Replication, recombination and repair",,Op557
cg1019,cg1019,BX927147.1,,952294.0,952929.0,-,predicted metal-dependent hydrolase,Function unknown,,Op558
cg1020,cg1020,BX927147.1,,953300.0,954460.0,-,double-stranded beta-helix domain,Function unknown,,Op559
cg1021,cg1021,BX927147.1,,954509.0,955042.0,-,Esterase/lipase,Amino acid transport and metabolism,,Op560
cg1022,tnp6a(ISCg6a),BX927147.1,,955517.0,955738.0,+,TRANSPOSASE,"Replication, recombination and repair",,Op561
cg1023,tnp6b(ISCg6a),BX927147.1,,955746.0,956225.0,+,TRANSPOSASE,"Replication, recombination and repair",,Op562
cg1024,tnp7a(ISCg7a),BX927147.1,,956443.0,956826.0,+,TRANSPOSASE,"Replication, recombination and repair",,Op563
cg1025,cg1025,BX927147.1,,956823.0,956969.0,+,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op564
cg1027,dld,BX927147.1,,957152.0,958867.0,-,D-LACTATE DEHYDROGENASE,Energy production and conversion,,Op565
cg1028,cg1028,BX927147.1,,959310.0,960467.0,-,PUTATIVE RESTRICTION-MODIFICATION SYSTEM: METHYLASE,"Replication, recombination and repair",,Op566
cg1032,cg1032,BX927147.1,,962767.0,963126.0,+,Bacterial regulatory protein%2C arsR family,Transcription,,Op567
cg1033,cg1033,BX927147.1,,963126.0,963722.0,+,Cadmium resistance transporter,Inorganic ion transport and metabolism,,Op567
cg1035,cg1035,BX927147.1,,964279.0,965112.0,+,TatD related DNase,"Replication, recombination and repair",,Op568
cg1037,cg1037,BX927147.1,,965283.0,966407.0,+,putative RPF2 precursor%2C secreted protein,Function unknown,,Op569
cg1038,ksgA,BX927147.1,,966444.0,967325.0,+,PUTATIVE DIMETHYLADENOSINE TRANSFERASE,"Translation, ribosomal structure and biogenesis",,Op569
cg1039,cg1039,BX927147.1,,967322.0,968257.0,+,PUTATIVE ISOPENTENYL MONOPHOSPHATE KINASE,Lipid transport and metabolism,,Op569
cg1040,cg1040,BX927147.1,,968298.0,970133.0,+,ATPase component of ABC transporters with duplicated ATPase domains,Function unknown,,Op569
cg1041,pdxK,BX927147.1,,970137.0,970931.0,+,PYRIDOXAL/PYRIDOXINE/PYRIDOXAMINE KINASE,Coenzyme transport and metabolism,,Op569
cg1043,cg1043,BX927147.1,,970928.0,971410.0,-,Thiol-disulfide isomerase and thioredoxins,Energy production and conversion,,Op570
cg1044,cg1044,BX927147.1,,971490.0,971822.0,+,conserved hypothetical protein,Function unknown,,Op571
cg1045,cg1045,BX927147.1,,971888.0,972211.0,+,conserved hypothetical protein,Function unknown,,Op572
cg1046,pvdS1,BX927147.1,,972334.0,973296.0,+,RNA POLYMERASE SIGMA FACTOR%2C PUTATIVE,Function unknown,,Op573
cg1048,cg1048,BX927147.1,,973711.0,974505.0,-,Haloacid dehalogenase/epoxide hydrolase family,Function unknown,,Op574
cg1049,cg1049,BX927147.1,,974609.0,975628.0,+,Enoyl-CoA hydratase/carnithine racemase,Lipid transport and metabolism,,Op575
cg1050,cg1050,BX927147.1,,975680.0,976435.0,+,putative membrane protein,Transcription,,Op576
cg1051,cg1051,BX927147.1,,976432.0,977628.0,-,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op577
cg1052,cmt3,BX927147.1,,977756.0,979207.0,+,corynomycolyl transferase,Function unknown,,Op578
cg1053,cg1053,BX927147.1,,979267.0,979848.0,-,PUTATIVE TETR-FAMILY TRANSCRIPTIONAL REGULATOR,Transcription,,Op579
cg1054,mmpL2,BX927147.1,,979835.0,982210.0,-,drug exporter of the RND superfamily,Function unknown,,Op579
cg1055,menG,BX927147.1,,982457.0,982963.0,+,S-ADENOSYLMETHIONINE:2-DEMETHYLMENAQUINONE METHYLT,Coenzyme transport and metabolism,,Op580
cg1056,cg1056,BX927147.1,,983101.0,983760.0,+,putative membrane protein,No COG annotation,,Op581
cg1057,cg1057,BX927147.1,,983761.0,984036.0,-,hypothetical protein predicted by Glimmer/Critica,Function unknown,,Op582
cg1059,cg1059,BX927147.1,,984570.0,986123.0,+,conserved hypothetical protein,Defense mechanisms,,Op583
cg1060,prfC,BX927147.1,,986331.0,988079.0,-,PUTATIVE PEPTIDE CHAIN RELEASE FACTOR 3,"Translation, ribosomal structure and biogenesis",,Op584
cg1061,cg1061,BX927147.1,,988209.0,989480.0,+,ABC-type branched-chain amino acid transport systems%2C secreted component,Amino acid transport and metabolism,,Op585
cg1062,cg1062,BX927147.1,,989493.0,990377.0,+,Branched-chain amino acid ABC-type transport system%2C permease component,Amino acid transport and metabolism,,Op585
cg1064,cg1064,BX927147.1,,990374.0,991453.0,+,Branched-chain amino acid ABC-type transport system%2C permease component,Amino acid transport and metabolism,,Op585
cg1065,cg1065,BX927147.1,,991450.0,992178.0,+,ABC-type branched-chain amino acid transport systems%2C ATPase component,Function unknown,,Op585
cg1066,cg1066,BX927147.1,,992186.0,992887.0,+,ABC-type branched-chain amino acid transport systems%2C ATPase component,Amino acid transport and metabolism,,Op585
cg1067,pth2,BX927147.1,,992884.0,993489.0,-,PEPTIDYL-TRNA HYDROLASE,"Translation, ribosomal structure and biogenesis",,Op586
cg1068,cg1068,BX927147.1,,993528.0,994553.0,+,PROBABLE OXIDOREDUCTASE,Function unknown,,Op587
cg1069,gapX,BX927147.1,,994644.0,996086.0,+,similar to GLYCERALDEHYDE-3-PHOSPHATE DEHYDROGENASE,Carbohydrate transport and metabolism,,Op588
cg1070,cg1070,BX927147.1,,996120.0,996311.0,+,conserved hypothetical protein,No COG annotation,,Op588
cg1071,pth1,BX927147.1,,996312.0,996845.0,-,PROBABLE PEPTIDYL-TRNA HYDROLASE PROTEIN,"Translation, ribosomal structure and biogenesis",,Op589
cg1072,rplY,BX927147.1,,996994.0,997596.0,-,Ribosomal protein L25 (general stress protein Ctc),"Translation, ribosomal structure and biogenesis",,Op590
cg1073,cg1073,BX927147.1,,997872.0,998303.0,+,Predicted lactoylglutathione lyase,Function unknown,,Op591
cg1074,cg1074,BX927147.1,,998300.0,998926.0,-,conserved hypothetical protein,"Replication, recombination and repair",,Op592
cg1075,prsA,BX927147.1,,998933.0,999910.0,-,PHOSPHORIBOSYL PYROPHOSPHATE SYNTHASE ISOZYME 2 PR,Nucleotide transport and metabolism,,Op592
cg1076,glmU,BX927147.1,,999922.0,1001379.0,-,PUTATIVE UDP-N-ACETYLGLUCOSAMINE PYROPHOSPHORYLASE,Cell wall/membrane/envelope biogenesis,,Op592
cg1077,cg1077,BX927147.1,,1001483.0,1002712.0,-,Permease of the major facilitator superfamily,Amino acid transport and metabolism,,Op593
cg1080,cg1080,BX927147.1,,1002796.0,1004337.0,+,Putative multicopper oxidase,"Secondary metabolites biosynthesis, transport, and catabolism",,Op594
cg1081,cg1081,BX927147.1,,1004477.0,1005403.0,+,ABC-type multidrug transport system%2C ATPase component,Defense mechanisms,,Op595
cg1082,cg1082,BX927147.1,,1005423.0,1006256.0,+,putative membrane protein,Energy production and conversion,,Op595
cg1083,cgtS10,BX927147.1,,1006299.0,1007558.0,+,probable two component sensor kinase,Signal transduction mechanisms,,Op596
cg1084,cgtR10,BX927147.1,,1007559.0,1008170.0,+,putative two component response regulator,Transcription,,Op596
cg1085,cg1085,BX927147.1,,1008201.0,1008335.0,-,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op597
cg1086,cg1086,BX927147.1,,1008519.0,1009625.0,+,putative membrane protein,Function unknown,,Op598
cg1087,cg1087,BX927147.1,,1009729.0,1010004.0,+,putative membrane protein,No COG annotation,,Op599
cg1088,cg1088,BX927147.1,,1010134.0,1011534.0,+,ABC-type multidrug/protein/lipid transport system%2C ATPase component,Defense mechanisms,,Op600
cg1089,cg1089,BX927147.1,,1011527.0,1013263.0,+,ABC-type multidrug/protein/lipid transport system%2C ATPase component,Defense mechanisms,,Op600
cg1090,ggtB,BX927147.1,,1013264.0,1014967.0,-,PROBABLE GAMMA-GLUTAMYLTRANSPEPTIDASE PRECURSOR PR,Amino acid transport and metabolism,,Op601
cg1091,cg1091,BX927147.1,,1015486.0,1015737.0,+,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op602
cg1092,cg1092,BX927147.1,,1015810.0,1016235.0,-,putative secreted protein,Cell wall/membrane/envelope biogenesis,,Op603
cg1094,tnp3a(ISCg3a),BX927147.1,,1016612.0,1017322.0,-,Transposase,"Replication, recombination and repair",,Op604
cg1095,cg1095,BX927147.1,,1017539.0,1018033.0,+,hypothetical protein predicted by Glimmer/Critica,Cell wall/membrane/envelope biogenesis,,Op605
cg1096,cg1096,BX927147.1,,1018027.0,1018491.0,+,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op605
cg1097,cg1097,BX927147.1,,1018741.0,1019340.0,-,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op606
cg1098,cg1098,BX927147.1,,1019886.0,1020539.0,+,Bacterial regulatory proteins%2C tetR family,Transcription,,Op607
cg1099,mfd,BX927147.1,,1020536.0,1024189.0,+,PUTATIVE TRANSCRIPTION-REPAIR COUPLING FACTOR,"Replication, recombination and repair",,Op607
cg1100,cg1100,BX927147.1,,1024166.0,1026136.0,-,ABC transporter transmembrane component,Defense mechanisms,,Op608
cg1101,cg1101,BX927147.1,,1026133.0,1027866.0,-,ABC-type multidrug/protein/lipid transport system%2C membrane component,Defense mechanisms,,Op608
cg1103,cg1103,BX927147.1,,1027972.0,1030470.0,-,putative membrane protein,Function unknown,,Op609
cg1104,cg1104,BX927147.1,,1030473.0,1031753.0,-,Predicted esterase%2C membrane protein,Function unknown,,Op609
cg1105,lysI,BX927147.1,,1031836.0,1033341.0,-,L-lysine permease,Amino acid transport and metabolism,,Op610
cg1106,cg1106,BX927147.1,,1033442.0,1033654.0,+,hypothetical protein predicted by Glimmer/Critica,Function unknown,,Op611
cg1107,cg1107,BX927147.1,,1033666.0,1034253.0,+,Predicted pyrophosphatase,Function unknown,,Op611
cg1108,porC,BX927147.1,,1034227.0,1034598.0,-,putative secreted protein,Function unknown,,Op612
cg1109,porB,BX927147.1,,1034736.0,1035116.0,-,Anion-specific porin precursor,Function unknown,,Op613
cg1110,cg1110,BX927147.1,,1035448.0,1036212.0,+,conserved hypothetical protein,Cell wall/membrane/envelope biogenesis,,Op614
